TYPE,JADE ORDER ITEM INDEX,JADE ORDER INDEX,ITEM LINE NUM,FS PO NUMBER,DUE DATE,VENDOR CODE,ITEM NUMBER,ITEM REV,ORDER QTY,TIMESTAMP,PO LINE KEY,ERROR,RECV QTY,LOT NUMBER,WAREHOUSE,SCAC,TRACK
"POREQ","","","2","PO-032211-03","2017-07-03 00:00:00","10374","205013","E ","7000","","286938208","","","","","",""
"POREQ","","","1","PO-052711-117","2017-05-01 00:00:00","10374","314008","C ","210","","280660079","","","","","",""
"POREQ","","","1","PO-052711-117","2017-06-05 00:00:00","10374","314008","C ","25000","","285149016","","","","","",""
"POREQ","","","1","PO-052711-117","2017-06-19 00:00:00","10374","314008","C ","25000","","285149017","","","","","",""
"POREQ","","","1","PO-052711-117","2017-07-03 00:00:00","10374","314008","C ","25000","","285149018","","","","","",""
"POREQ","","","1","PO-052711-117","2017-07-17 00:00:00","10374","314008","C ","25000","","286267570","","","","","",""
"POREQ","","","1","PO-052711-117","2017-07-24 00:00:00","10374","314008","C ","25000","","286267571","","","","","",""
"POREQ","","","1","PO-052711-117","2017-08-07 00:00:00","10374","314008","C ","25000","","286267572","","","","","",""
"POREQ","","","1","PO-052711-117","2017-08-21 00:00:00","10374","314008","C ","25000","","286267729","","","","","",""
"POREQ","","","1","PO-052711-117","2017-09-04 00:00:00","10374","314008","C ","25000","","286267730","","","","","",""
"POREQ","","","1","PO-052711-117","2017-09-11 00:00:00","10374","314008","C ","25000","","286267731","","","","","",""
"POREQ","","","1","PO-0613100-100","2017-06-19 00:00:00","52000","205019","J ","15000","","286675105","","","","","",""
"POREQ","","","1","PO-102411-102","2017-07-24 00:00:00","10374","205015","D ","30000","","286267564","","","","","",""
"POREQ","","","1","PO-102611-10","2017-07-13 00:00:00","30522","54200288","* ","15000","","288245211","","","","","",""
"POREQ","","","1","PO-102611-10","2017-06-19 00:00:00","30522","54200288","* ","30000","","286405970","","","","","",""
"POREQ","","","1","PO-111511-103","2017-06-07 00:00:00","10158","200007","C ","30000","","285291452","","","","","",""
"POREQ","","","1","PO-120111-104","2017-07-10 00:00:00","10374","205022","E ","15000","","284664792","","","","","",""
"POREQ","","","17","PO-100212-32","2017-11-03 00:00:00","880001","46623-13","AM","15","","285431274","","","","","",""
"POREQ","","","17","PO-100212-32","2017-08-11 00:00:00","880001","46623-13","AM","57","","275464485","","","","","",""
"POREQ","","","17","PO-100212-32","2017-08-14 00:00:00","880001","46623-13","AM","106","","285431271","","","","","",""
"POREQ","","","17","PO-100212-32","2017-06-26 00:00:00","880001","46623-13","AM","124","","253025236","","","","","",""
"POREQ","","","17","PO-100212-32","2017-10-06 00:00:00","880001","46623-13","AM","338","","285571404","","","","","",""
"POREQ","","","17","PO-100212-32","2017-08-15 00:00:00","880001","46623-13","AM","367","","285571401","","","","","",""
"POREQ","","","17","PO-100212-32","2017-09-07 00:00:00","880001","46623-13","AM","370","","285431313","","","","","",""
"POREQ","","","17","PO-100212-32","2017-06-23 00:00:00","880001","46623-13","AM","653","","275464488","","","","","",""
"POREQ","","","17","PO-100212-32","2017-05-16 00:00:00","880001","46623-13","AM","457","","275602386","","","","","",""
"POREQ","","","1","PO-100912-33","2017-06-12 00:00:00","11339","205020","E ","15000","","287003894","","","","","",""
"POREQ","","","1","PO-102412-JN02","2017-05-22 00:00:00","12091","201105","D ","5000","","283626372","","","","","",""
"POREQ","","","1","PO-102412-JN02","2017-05-29 00:00:00","12091","201105","D ","35000","","283626373","","","","","",""
"POREQ","","","1","PO-102412-JN02","2017-06-05 00:00:00","12091","201105","D ","35000","","283626374","","","","","",""
"POREQ","","","1","PO-102412-JN02","2017-06-12 00:00:00","12091","201105","D ","35000","","283841436","","","","","",""
"POREQ","","","1","PO-102412-JN02","2017-06-19 00:00:00","12091","201105","D ","35000","","286405914","","","","","",""
"POREQ","","","1","PO-102412-JN02","2017-06-26 00:00:00","12091","201105","D ","35000","","286405915","","","","","",""
"POREQ","","","1","PO-102412-JN02","2017-07-03 00:00:00","12091","201105","D ","35000","","286405916","","","","","",""
"POREQ","","","1","POBK-120612-01","2017-06-19 00:00:00","10047","05-419152","N ","20","","191703749","","","","","",""
"POREQ","","","1","POBK-120612-01","2017-07-28 00:00:00","10047","05-419152","N ","20","","191703750","","","","","",""
"POREQ","","","1","POBK-120612-01","2017-11-14 00:00:00","10047","05-419152","N ","20","","191703751","","","","","",""
"POREQ","","","1","PO-121012-HW01","2017-05-25 00:00:00","10047","2709956-1","E ","20","","279377468","","","","","",""
"POREQ","","","1","PO-121012-HW01","2017-06-07 00:00:00","10047","2709956-1","E ","20","","280252074","","","","","",""
"POREQ","","","1","PO-121012-HW01","2017-10-09 00:00:00","10047","2709956-1","E ","20","","288305800","","","","","",""
"POREQ","","","1","PO-121012-HW01","2017-12-06 00:00:00","10047","2709956-1","E ","20","","288305799","","","","","",""
"POREQ","","","1","PO-121012-HW01","2017-07-07 00:00:00","10047","2709956-1","E ","40","","282569258","","","","","",""
"POREQ","","","5","PO-121012-HW01","2017-08-09 00:00:00","10047","515215-1","F ","250","","284321195","","","","","",""
"POREQ","","","5","PO-121012-HW01","2017-10-06 00:00:00","10047","515215-1","F ","250","","284321197","","","","","",""
"POREQ","","","5","PO-121012-HW01","2017-11-02 00:00:00","10047","515215-1","F ","250","","284321198","","","","","",""
"POREQ","","","5","PO-121012-HW01","2017-12-06 00:00:00","10047","515215-1","F ","250","","284321199","","","","","",""
"POREQ","","","5","PO-121012-HW01","2017-07-07 00:00:00","10047","515215-1","F ","500","","284321194","","","","","",""
"POREQ","","","5","PO-121012-HW01","2017-09-07 00:00:00","10047","515215-1","F ","500","","284321196","","","","","",""
"POREQ","","","5","PO-121012-HW01","2017-05-04 00:00:00","10047","515215-1","F ","131","","280320425","","","","","",""
"POREQ","","","1","POBK-011813-04","2017-09-06 00:00:00","98859","23080-1040","M ","3","","283062860","","","","","",""
"POREQ","","","1","POBK-011813-06","2017-10-12 00:00:00","98859","23080-1230","M ","1","","287515092","","","","","",""
"POREQ","","","1","POBK-011813-06","2017-07-11 00:00:00","98859","23080-1230","M ","3","","282347743","","","","","",""
"POREQ","","","1","POBK-011813-06","2017-06-23 00:00:00","98859","23080-1230","M ","7","","279896713","","","","","",""
"POREQ","","","2","POBK-012213-01","2017-07-11 00:00:00","10047","02-1088-22","AW","40","","287452873","","","","","",""
"POREQ","","","8","PO-021413-32","2017-08-07 00:00:00","520018","205004","C ","60000","","286675100","","","","","",""
"POREQ","","","9","PO-021413-32","2017-08-25 00:00:00","520018","205005","C ","60000","","281841387","","","","","",""
"POREQ","","","10","PO-021413-32","2017-09-11 00:00:00","520018","205006","D ","60000","","286675101","","","","","",""
"POREQ","","","1","POBK-022813-03","2017-09-21 00:00:00","98859","23080-1440","N ","3","","285919360","","","","","",""
"POREQ","","","1","POBK-022813-03","2017-10-19 00:00:00","98859","23080-1440","N ","3","","287515093","","","","","",""
"POREQ","","","1","PO-040313-30","2017-06-09 00:00:00","10374","201146","F ","10000","","285291458","","","","","",""
"POREQ","","","1","PO-040313-30","2017-08-07 00:00:00","10374","201146","F ","10000","","286267560","","","","","",""
"POREQ","","","1","PO-040313-30","2017-08-14 00:00:00","10374","201146","F ","10000","","286267561","","","","","",""
"POREQ","","","1","PO-040313-30","2017-08-28 00:00:00","10374","201146","F ","10000","","286267563","","","","","",""
"POREQ","","","1","PO-040313-30","2017-09-11 00:00:00","10374","201146","F ","10000","","286267717","","","","","",""
"POREQ","","","1","PO-040313-30","2017-09-18 00:00:00","10374","201146","F ","10000","","286267718","","","","","",""
"POREQ","","","1","PO-040313-30","2017-10-02 00:00:00","10374","201146","F ","10000","","286267720","","","","","",""
"POREQ","","","1","PO-040313-30","2017-10-09 00:00:00","10374","201146","F ","10000","","286267721","","","","","",""
"POREQ","","","1","PO-040313-30","2017-10-23 00:00:00","10374","201146","F ","10000","","286267723","","","","","",""
"POREQ","","","1","PO-040313-30","2017-05-01 00:00:00","10374","201146","F ","20000","","279896640","","","","","",""
"POREQ","","","1","PO-040313-30","2017-05-08 00:00:00","10374","201146","F ","20000","","280320038","","","","","",""
"POREQ","","","1","PO-040313-30","2017-06-05 00:00:00","10374","201146","F ","20000","","282123639","","","","","",""
"POREQ","","","1","PO-040313-30","2017-06-19 00:00:00","10374","201146","F ","20000","","284321069","","","","","",""
"POREQ","","","1","PO-040313-30","2017-06-26 00:00:00","10374","201146","F ","20000","","284321070","","","","","",""
"POREQ","","","1","PO-040313-30","2017-07-03 00:00:00","10374","201146","F ","20000","","284321071","","","","","",""
"POREQ","","","1","PO-040313-30","2017-08-21 00:00:00","10374","201146","F ","20000","","286267562","","","","","",""
"POREQ","","","1","PO-040313-30","2017-09-04 00:00:00","10374","201146","F ","20000","","286267716","","","","","",""
"POREQ","","","1","PO-040313-30","2017-09-25 00:00:00","10374","201146","F ","20000","","286267719","","","","","",""
"POREQ","","","1","PO-040313-30","2017-10-16 00:00:00","10374","201146","F ","20000","","286267722","","","","","",""
"POREQ","","","2","PO-040313-30","2017-07-03 00:00:00","10374","201147","F ","10000","","284321075","","","","","",""
"POREQ","","","2","PO-040313-30","2017-08-21 00:00:00","10374","201147","F ","10000","","287882422","","","","","",""
"POREQ","","","2","PO-040313-30","2017-06-05 00:00:00","10374","201147","F ","20000","","282123640","","","","","",""
"POREQ","","","2","PO-040313-30","2017-06-12 00:00:00","10374","201147","F ","20000","","284321072","","","","","",""
"POREQ","","","2","PO-040313-30","2017-06-26 00:00:00","10374","201147","F ","20000","","284321074","","","","","",""
"POREQ","","","2","PO-040313-30","2017-08-14 00:00:00","10374","201147","F ","20000","","286938207","","","","","",""
"POREQ","","","2","PO-040313-30","2017-08-28 00:00:00","10374","201147","F ","20000","","287882423","","","","","",""
"POREQ","","","2","PO-040313-30","2017-06-19 00:00:00","10374","201147","F ","30000","","284321073","","","","","",""
"POREQ","","","2","PO-042513-31","2017-05-31 00:00:00","10047","02-1088-30","AW","20","","285431303","","","","","",""
"POREQ","","","2","PO-052213-HW01","2017-07-14 00:00:00","10047","518818-5","G ","30","","244488943","","","","","",""
"POREQ","","","2","PO-052213-HW01","2017-08-18 00:00:00","10047","518818-5","G ","30","","244488945","","","","","",""
"POREQ","","","1","PO-062713-JN03","2017-06-01 00:00:00","30522","70-0382-2","S ","4500","","285571546","","","","","",""
"POREQ","","","1","PO-071813-JN01","2017-06-07 00:00:00","30522","205027","K ","7200","","285571544","","","","","",""
"POREQ","","","1","PO-072213-33","2017-06-12 00:00:00","11526","205017","K ","3000","","286675104","","","","","",""
"POREQ","","","1","PO-072213-33","2017-06-19 00:00:00","11526","205017","K ","3000","","286675217","","","","","",""
"POREQ","","","2","PO-080213-31","2017-06-06 00:00:00","10374","205115","B ","10000","","285149011","","","","","",""
"POREQ","","","2","PO-080213-31","2017-06-13 00:00:00","10374","205115","B ","10000","","285149012","","","","","",""
"POREQ","","","2","PO-080213-31","2017-06-20 00:00:00","10374","205115","B ","10000","","285149014","","","","","",""
"POREQ","","","2","PO-080213-31","2017-06-26 00:00:00","10374","205115","B ","10000","","285149013","","","","","",""
"POREQ","","","2","PO-080213-31","2017-07-05 00:00:00","10374","205115","B ","10000","","286267568","","","","","",""
"POREQ","","","2","PO-080213-31","2017-07-10 00:00:00","10374","205115","B ","10000","","286267724","","","","","",""
"POREQ","","","2","PO-080213-31","2017-07-17 00:00:00","10374","205115","B ","10000","","286267569","","","","","",""
"POREQ","","","2","PO-080213-31","2017-07-20 00:00:00","10374","205115","B ","10000","","286267725","","","","","",""
"POREQ","","","2","PO-080213-31","2017-08-01 00:00:00","10374","205115","B ","10000","","286267727","","","","","",""
"POREQ","","","2","PO-080213-31","2017-08-07 00:00:00","10374","205115","B ","10000","","286267726","","","","","",""
"POREQ","","","2","PO-080213-31","2017-08-16 00:00:00","10374","205115","B ","10000","","286267728","","","","","",""
"POREQ","","","1","PO-080213-32","2017-06-14 00:00:00","10158","205104","A ","4000","","286198353","","","","","",""
"POREQ","","","1","PO-080213-32","2017-06-20 00:00:00","10158","205104","A ","4000","","286198354","","","","","",""
"POREQ","","","1","PO-080213-32","2017-06-21 00:00:00","10158","205104","A ","4000","","286198355","","","","","",""
"POREQ","","","1","PO-080213-32","2017-06-26 00:00:00","10158","205104","A ","4000","","286198356","","","","","",""
"POREQ","","","1","PO-080213-32","2017-06-28 00:00:00","10158","205104","A ","4000","","286198357","","","","","",""
"POREQ","","","1","PO-080213-32","2017-07-03 00:00:00","10158","205104","A ","4000","","286198358","","","","","",""
"POREQ","","","1","PO-080213-32","2017-07-05 00:00:00","10158","205104","A ","4000","","286198359","","","","","",""
"POREQ","","","1","PO-080213-32","2017-07-12 00:00:00","10158","205104","A ","4000","","286198361","","","","","",""
"POREQ","","","1","PO-080213-32","2017-07-17 00:00:00","10158","205104","A ","4000","","286198362","","","","","",""
"POREQ","","","1","PO-080213-32","2017-07-20 00:00:00","10158","205104","A ","4000","","286198363","","","","","",""
"POREQ","","","1","PO-080213-32","2017-07-10 00:00:00","10158","205104","A ","5000","","286198360","","","","","",""
"POREQ","","","1","PO-080213-32","2017-06-06 00:00:00","10158","205104","A ","7000","","285148833","","","","","",""
"POREQ","","","1","PO-080213-33","2017-06-14 00:00:00","52000","205112","F ","4000","","285431217","","","","","",""
"POREQ","","","1","PO-080213-33","2017-05-30 00:00:00","52000","205112","F ","8000","","284115383","","","","","",""
"POREQ","","","1","PO-080213-33","2017-06-06 00:00:00","52000","205112","F ","8000","","286675296","","","","","",""
"POREQ","","","1","PO-080213-33","2017-06-20 00:00:00","52000","205112","F ","8000","","285431218","","","","","",""
"POREQ","","","1","PO-080213-33","2017-07-03 00:00:00","52000","205112","F ","8000","","286675298","","","","","",""
"POREQ","","","1","PO-080213-33","2017-05-16 00:00:00","52000","205112","F ","2700","","284115380","","","","","",""
"POREQ","","","1","PO-080213-33","2017-05-23 00:00:00","52000","205112","F ","12000","","284115381","","","","","",""
"POREQ","","","1","PO-080213-33","2017-06-26 00:00:00","52000","205112","F ","12000","","286675297","","","","","",""
"POREQ","","","1","PO-080213-33","2017-07-10 00:00:00","52000","205112","F ","12000","","286675299","","","","","",""
"POREQ","","","1","PO-080213-33","2017-08-02 00:00:00","52000","205112","F ","16000","","288183818","","","","","",""
"POREQ","","","1","PO-080213-34","2017-06-19 00:00:00","52000","205113","C ","4000","","285431221","","","","","",""
"POREQ","","","1","PO-080213-34","2017-06-20 00:00:00","52000","205113","C ","4000","","285431222","","","","","",""
"POREQ","","","1","PO-080213-34","2017-07-14 00:00:00","52000","205113","C ","4000","","287515207","","","","","",""
"POREQ","","","1","PO-080213-34","2017-07-20 00:00:00","52000","205113","C ","4000","","288184013","","","","","",""
"POREQ","","","1","PO-080213-34","2017-02-27 00:00:00","52000","205113","C ","1616","","278616716","","","","","",""
"POREQ","","","1","PO-080213-34","2017-03-13 00:00:00","52000","205113","C ","248","","278770851","","","","","",""
"POREQ","","","1","PO-080213-34","2017-03-27 00:00:00","52000","205113","C ","49","","279299984","","","","","",""
"POREQ","","","1","PO-080213-34","2017-06-01 00:00:00","52000","205113","C ","8000","","287323157","","","","","",""
"POREQ","","","1","PO-080213-34","2017-06-13 00:00:00","52000","205113","C ","5000","","285431220","","","","","",""
"POREQ","","","1","PO-080213-34","2017-06-22 00:00:00","52000","205113","C ","8000","","287132202","","","","","",""
"POREQ","","","1","PO-080213-34","2017-07-04 00:00:00","52000","205113","C ","8000","","287132200","","","","","",""
"POREQ","","","1","PO-080213-34","2017-07-11 00:00:00","52000","205113","C ","8000","","287132199","","","","","",""
"POREQ","","","1","PO-080213-34","2017-07-19 00:00:00","52000","205113","C ","8000","","287515206","","","","","",""
"POREQ","","","1","PO-080213-34","2017-07-24 00:00:00","52000","205113","C ","8000","","288184014","","","","","",""
"POREQ","","","1","PO-080213-34","2017-04-11 00:00:00","52000","205113","C ","309","","280729921","","","","","",""
"POREQ","","","1","PO-080213-34","2017-06-27 00:00:00","52000","205113","C ","12000","","287132201","","","","","",""
"POREQ","","","1","PO-080213-34","2017-05-31 00:00:00","52000","205113","C ","778","","286938184","","","","","",""
"POREQ","","","1","PO-080213-35","2017-06-13 00:00:00","52000","205114","E ","4000","","285431223","","","","","",""
"POREQ","","","1","PO-080213-35","2017-06-19 00:00:00","52000","205114","E ","4000","","285431224","","","","","",""
"POREQ","","","1","PO-080213-35","2017-06-20 00:00:00","52000","205114","E ","4000","","285431225","","","","","",""
"POREQ","","","1","PO-080213-35","2017-06-21 00:00:00","52000","205114","E ","4000","","285431226","","","","","",""
"POREQ","","","1","PO-080213-35","2017-07-31 00:00:00","52000","205114","E ","4000","","288184015","","","","","",""
"POREQ","","","1","PO-080213-35","2017-08-01 00:00:00","52000","205114","E ","4000","","288184016","","","","","",""
"POREQ","","","1","PO-080213-35","2017-08-02 00:00:00","52000","205114","E ","4000","","288184017","","","","","",""
"POREQ","","","1","PO-080213-35","2017-07-03 00:00:00","52000","205114","E ","8000","","286675306","","","","","",""
"POREQ","","","1","PO-080213-35","2017-07-10 00:00:00","52000","205114","E ","8000","","286675307","","","","","",""
"POREQ","","","1","PO-080213-35","2017-07-17 00:00:00","52000","205114","E ","8000","","286675308","","","","","",""
"POREQ","","","1","PO-080213-35","2017-07-28 00:00:00","52000","205114","E ","8000","","288001549","","","","","",""
"POREQ","","","1","PO-080213-35","2017-06-26 00:00:00","52000","205114","E ","12000","","286675305","","","","","",""
"POREQ","","","1","PO-082913-30","2017-05-31 00:00:00","11525","205018","C ","15000","","285291489","","","","","",""
"POREQ","","","1","PO-082913-30","2017-06-09 00:00:00","11525","205018","C ","15000","","285291488","","","","","",""
"POREQ","","","1","PO-082913-30","2017-06-14 00:00:00","11525","205018","C ","15000","","286675102","","","","","",""
"POREQ","","","1","PO-082913-30","2017-06-20 00:00:00","11525","205018","C ","15000","","285431026","","","","","",""
"POREQ","","","1","PO-082913-30","2017-07-03 00:00:00","11525","205018","C ","15000","","286675216","","","","","",""
"POREQ","","","1","PO-082913-30","2017-07-19 00:00:00","11525","205018","C ","30000","","288001511","","","","","",""
"POREQ","","","1","PO-082913-30","2017-07-31 00:00:00","11525","205018","C ","30000","","288001512","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-03-13 00:00:00","10236","201145","B ","20000","","277093694","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-06-05 00:00:00","10236","201145","B ","20000","","284115371","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-06-12 00:00:00","10236","201145","B ","20000","","284115372","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-06-19 00:00:00","10236","201145","B ","20000","","284115373","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-06-26 00:00:00","10236","201145","B ","20000","","284115374","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-07-03 00:00:00","10236","201145","B ","20000","","284115375","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-07-07 00:00:00","10236","201145","B ","20000","","285291495","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-08-25 00:00:00","10236","201145","B ","20000","","288122454","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-09-04 00:00:00","10236","201145","B ","20000","","288122452","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-09-18 00:00:00","10236","201145","B ","20000","","288122453","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-09-25 00:00:00","10236","201145","B ","20000","","288122463","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-10-02 00:00:00","10236","201145","B ","20000","","288122455","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-10-16 00:00:00","10236","201145","B ","20000","","288122457","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-10-23 00:00:00","10236","201145","B ","20000","","288122458","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-11-06 00:00:00","10236","201145","B ","20000","","288122459","","","","","",""
"POREQ","","","1","POBK-091313-671DF","2017-11-13 00:00:00","10236","201145","B ","20000","","288122460","","","","","",""
"POREQ","","","1","PO-102113-47DF","2017-06-19 00:00:00","11364","92-0371-1","H ","3000","","287326373","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-07-17 00:00:00","11505","201171","C ","4000","","287882424","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-06-05 00:00:00","11505","201171","C ","16000","","284321078","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-06-12 00:00:00","11505","201171","C ","16000","","284321079","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-06-23 00:00:00","11505","201171","C ","16000","","285291480","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-06-19 00:00:00","11505","201171","C ","12190","","285291116","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-07-24 00:00:00","11505","201171","C ","20000","","287882425","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-07-31 00:00:00","11505","201171","C ","20000","","287882426","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-08-07 00:00:00","11505","201171","C ","20000","","287882427","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-05-08 00:00:00","11505","201171","C ","3289","","281358057","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-06-29 00:00:00","11505","201171","C ","28000","","285291476","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-07-03 00:00:00","11505","201171","C ","28000","","286675122","","","","","",""
"POREQ","","","2","POBK-110513-66IF","2017-07-10 00:00:00","11505","201171","C ","28000","","286675169","","","","","",""
"POREQ","","","1","POBK-110713-01","2017-08-16 00:00:00","10047","516847-146","U ","100","","286542469","","","","","",""
"POREQ","","","1","PO-111213-05DF","2017-06-26 00:00:00","30522","54200287","F ","40000","","286405971","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-06-22 00:00:00","10236","201107","D ","12000","","285291457","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-04-26 00:00:00","10236","201107","D ","24000","","279896468","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-08-28 00:00:00","10236","201107","D ","24000","","287132161","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-11-16 00:00:00","10236","201107","D ","24000","","287132170","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-06-30 00:00:00","10236","201107","D ","36000","","285291453","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-09-04 00:00:00","10236","201107","D ","36000","","287132162","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-09-18 00:00:00","10236","201107","D ","36000","","287132164","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-10-09 00:00:00","10236","201107","D ","36000","","287132167","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-02-20 00:00:00","10236","201107","D ","36000","","275809594","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-05-29 00:00:00","10236","201107","D ","36000","","281841266","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-07-19 00:00:00","10236","201107","D ","48000","","285291455","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-09-11 00:00:00","10236","201107","D ","48000","","287132163","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-09-25 00:00:00","10236","201107","D ","48000","","287132165","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-10-02 00:00:00","10236","201107","D ","48000","","287132166","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-10-16 00:00:00","10236","201107","D ","48000","","287132168","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-10-23 00:00:00","10236","201107","D ","48000","","287132169","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-06-05 00:00:00","10236","201107","D ","60000","","282123638","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-06-12 00:00:00","10236","201107","D ","60000","","284115367","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-06-19 00:00:00","10236","201107","D ","60000","","284115368","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-06-26 00:00:00","10236","201107","D ","60000","","284115369","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-07-03 00:00:00","10236","201107","D ","60000","","284115370","","","","","",""
"POREQ","","","1","PO-121813-66IF","2017-07-11 00:00:00","10236","201107","D ","60000","","285291454","","","","","",""
"POREQ","","","1","POBK-012814-201203","2017-05-29 00:00:00","11505","201203","F ","13000","","281841282","","","","","",""
"POREQ","","","1","POBK-012814-201203","2017-06-05 00:00:00","11505","201203","F ","22000","","282199023","","","","","",""
"POREQ","","","1","POBK-012814-201203","2017-06-26 00:00:00","11505","201203","F ","22000","","285291118","","","","","",""
"POREQ","","","1","POBK-012814-201203","2017-06-30 00:00:00","11505","201203","F ","22000","","285291477","","","","","",""
"POREQ","","","1","POBK-012814-201203","2017-07-10 00:00:00","11505","201203","F ","22000","","285291119","","","","","",""
"POREQ","","","1","POBK-012814-201203","2017-07-14 00:00:00","11505","201203","F ","22000","","285291473","","","","","",""
"POREQ","","","1","POBK-012814-201203","2017-07-17 00:00:00","11505","201203","F ","22000","","285291120","","","","","",""
"POREQ","","","1","POBK-012814-201203","2017-07-20 00:00:00","11505","201203","F ","22000","","285291472","","","","","",""
"POREQ","","","1","POBK-012914-201114","2017-07-10 00:00:00","11505","201114","B ","20000","","287389811","","","","","",""
"POREQ","","","1","POBK-012914-201265","2017-04-26 00:00:00","11505","201265","A ","600","","285291469","","","","","",""
"POREQ","","","1","POBK-012914-201265","2017-04-27 00:00:00","11505","201265","A ","600","","285291483","","","","","",""
"POREQ","","","1","POBK-012914-201265","2017-04-24 00:00:00","11505","201265","A ","225","","282199024","","","","","",""
"POREQ","","","1","POBK-012914-201265","2017-04-25 00:00:00","11505","201265","A ","1200","","285291485","","","","","",""
"POREQ","","","1","POBK-012914-201265","2017-04-28 00:00:00","11505","201265","A ","1200","","285291484","","","","","",""
"POREQ","","","3","POBK-012914-B16114XD2","2017-04-17 00:00:00","11505","B16114XD2","E ","80","","279221070","","","","","",""
"POREQ","","","3","POBK-012914-B16114XD2","2017-05-12 00:00:00","11505","B16114XD2","E ","80","","284733744","","","","","",""
"POREQ","","","3","POBK-012914-B16114XD2","2017-05-22 00:00:00","11505","B16114XD2","E ","80","","280388369","","","","","",""
"POREQ","","","3","POBK-012914-B16114XD2","2017-07-24 00:00:00","11505","B16114XD2","E ","80","","284733747","","","","","",""
"POREQ","","","3","POBK-012914-B16114XD2","2017-02-28 00:00:00","11505","B16114XD2","E ","160","","279221067","","","","","",""
"POREQ","","","3","POBK-012914-B16114XD2","2017-02-20 00:00:00","11505","B16114XD2","E ","180","","276691161","","","","","",""
"POREQ","","","1","POBK-012914-91-8384-2","2017-05-22 00:00:00","11505","91-8384-2","G ","1079","","282199026","","","","","",""
"POREQ","","","1","POBK-012914-91-8384-2","2017-05-30 00:00:00","11505","91-8384-2","G ","1500","","285291482","","","","","",""
"POREQ","","","1","POBK-012914-91-8384-2","2017-05-31 00:00:00","11505","91-8384-2","G ","1500","","285291481","","","","","",""
"POREQ","","","1","POBK-012914-91-8384-2","2017-06-02 00:00:00","11505","91-8384-2","G ","1500","","285291471","","","","","",""
"POREQ","","","1","POBK-012914-91-8384-2","2017-06-20 00:00:00","11505","91-8384-2","G ","1500","","285291478","","","","","",""
"POREQ","","","1","POBK-012914-91-8384-2","2017-06-22 00:00:00","11505","91-8384-2","G ","1500","","285291470","","","","","",""
"POREQ","","","1","POBK-012914-91-8384-2","2017-07-07 00:00:00","11505","91-8384-2","G ","1500","","285291474","","","","","",""
"POREQ","","","1","POBK-013114-950117","2017-04-03 00:00:00","V0039","950117","00","20","","284184118","","","","","",""
"POREQ","","","1","POBK-020714-201237","2017-04-24 00:00:00","050047","201237","B ","28000","","279896395","","","","","",""
